sc	cs	s	cs	c	cs	c	c	sc	cs	c	c	cs	cs	cs	cs	cs	cs	cs
410022	魔术师帽子	hat	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_002_2.png	resources/makeup_clothes/clo_002_2.png	2				2Ω285	1440	3	1600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_002_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_002_2.png
410024	魔术师领结	necklace	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_002_4.png	resources/makeup_clothes/clo_002_4.png	4				4Ω0.1	1440	3	1600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_002_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_002_4.png
410071	绅士礼服	clothes	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_007_1.png	resources/makeup_clothes/clo_007_1.png	1				1Ω240	1440	3	1600	2003	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_1.png
410072	绅士帽子	hat	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_007_2.png	resources/makeup_clothes/clo_007_2.png	2				2Ω285	1440	3	1600	2004	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_2.png
410073	绅士眼镜	glasses	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_007_3.png	resources/makeup_clothes/clo_007_3.png	3				3Ω0.1	1440	3	1600	2005	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_3.png
410074	绅士领结	necklace	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_007_4.png	resources/makeup_clothes/clo_007_4.png	4				4Ω0.1	1440	3	1600	2006	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_4.png
410075	飞翔之翼	cloak	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_007_5.png	resources/makeup_clothes/clo_007_5.png	5				1Ω120|2Ω120	1440	3	1600	2007	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_5.png
410121	魔女上衣	clothes	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_012_1.png	resources/makeup_clothes/clo_012_1.png	1				1Ω240	1440	3	1600	2014	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_1.png
410122	魔女头饰	hat	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_012_2.png	resources/makeup_clothes/clo_012_2.png	2				2Ω285	1440	3	1600	2015	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_2.png
410125	魔女翅膀	cloak	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_012_5.png	resources/makeup_clothes/clo_012_5.png	5				1Ω120|2Ω120	1440	3	1600	2016	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_5.png
410141	恶魔上装	clothes	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_014_1.png	resources/makeup_clothes/clo_014_1.png	1				1Ω240	1440	3	1600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_014_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_014_1.png
410142	恶魔头饰	hat	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_014_2.png	resources/makeup_clothes/clo_014_2.png	2				2Ω285	1440	3	1600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_014_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_014_2.png
410191	粉色淑女裙	clothes	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_019_1.png	resources/makeup_clothes/clo_019_1.png	1				1Ω240	1440	3	1600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_019_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_019_1.png
410192	淑女礼帽	hat	2	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_019_2.png	resources/makeup_clothes/clo_019_2.png	2				2Ω285	1440	3	1600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_019_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_019_2.png
4190003	浴袍套装	suit	1	有效期：1天，装备后开始计时	1600	resources/item_clothes/clo_003_9.png	resources/makeup_clothes/clo_003_9.png	0	400031|400032|400034|400035			1Ω60|2Ω75|3Ω0.05|4Ω0.05	1440	3	1600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_003_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_003_9.png
4190006	超人套装	suit	2	有效期：1天，装备后开始计时	3200	resources/item_clothes/clo_006_9.png	resources/makeup_clothes/clo_006_9.png	0	400061|400063			1Ω150|2Ω180|3Ω0.08|4Ω0.08	1440	3	3200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_006_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_006_9.png
4190004	天使套装	suit	2	有效期：1天，装备后开始计时	6400	resources/item_clothes/clo_004_9.png	resources/makeup_clothes/clo_004_9.png	0	400041|400044|400045			1Ω240|2Ω390|3Ω0.1|4Ω0.1	1440	3	6400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_004_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_004_9.png
4190011	海盗套装	suit	2	有效期：1天，装备后开始计时	6400	resources/item_clothes/clo_011_9.png	resources/makeup_clothes/clo_011_9.png	0	400111|400112|400113			1Ω240|2Ω390|3Ω0.1|4Ω0.1	1440	3	6400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_011_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_011_9.png
4190013	吸血鬼套装	suit	2	有效期：1天，装备后开始计时	6400	resources/item_clothes/clo_013_9.png	resources/makeup_clothes/clo_013_9.png	0	400131|400132|400135			1Ω240|2Ω390|3Ω0.1|4Ω0.1	1440	3	6400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_013_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_013_9.png
430081	小画家上装	clothes	0	有效期：3天，装备后开始计时	1200	resources/item_clothes/clo_008_1.png	resources/makeup_clothes/clo_008_1.png	1				1Ω60	4320	3	1200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_008_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_008_1.png
430082	小画家帽子	hat	0	有效期：3天，装备后开始计时	1200	resources/item_clothes/clo_008_2.png	resources/makeup_clothes/clo_008_2.png	2				2Ω75	4320	3	1200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_008_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_008_2.png
430091	粉红连衣裙	clothes	0	有效期：3天，装备后开始计时	1200	resources/item_clothes/clo_009_1.png	resources/makeup_clothes/clo_009_1.png	1				1Ω60	4320	3	1200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_009_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_009_1.png
430092	紫纹蝴蝶结	hat	0	有效期：3天，装备后开始计时	1200	resources/item_clothes/clo_009_2.png	resources/makeup_clothes/clo_009_2.png	2				2Ω75	4320	3	1200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_009_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_009_2.png
430094	粉红领结	necklace	0	有效期：3天，装备后开始计时	1200	resources/item_clothes/clo_009_4.png	resources/makeup_clothes/clo_009_4.png	4				4Ω0.05	4320	3	1200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_009_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_009_4.png
430095	小仙女之翼	cloak	0	有效期：3天，装备后开始计时	1200	resources/item_clothes/clo_009_5.png	resources/makeup_clothes/clo_009_5.png	5				1Ω30|2Ω30	4320	3	1200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_009_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_009_5.png
430181	休闲衬衫	clothes	0	有效期：3天，装备后开始计时	1200	resources/item_clothes/clo_018_1.png	resources/makeup_clothes/clo_018_1.png	1				1Ω60	4320	3	1200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_018_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_018_1.png
430182	大红蝴蝶结	hat	0	有效期：3天，装备后开始计时	1200	resources/item_clothes/clo_018_2.png	resources/makeup_clothes/clo_018_2.png	2				2Ω75	4320	3	1200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_018_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_018_2.png
430051	学生上装	clothes	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_005_1.png	resources/makeup_clothes/clo_005_1.png	1				1Ω150	4320	3	2400	2001	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_005_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_005_1.png
430053	红框眼镜	glasses	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_005_3.png	resources/makeup_clothes/clo_005_3.png	3				3Ω0.08	4320	3	2400	2002	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_005_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_005_3.png
430101	暗夜法袍	clothes	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_010_1.png	resources/makeup_clothes/clo_010_1.png	1				1Ω150	4320	3	2400	2008	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_010_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_010_1.png
430102	暗夜长帽	hat	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_010_2.png	resources/makeup_clothes/clo_010_2.png	2				2Ω180	4320	3	2400	2009	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_010_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_010_2.png
430151	格子衬衫	clothes	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_015_1.png	resources/makeup_clothes/clo_015_1.png	1				1Ω150	4320	3	2400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_015_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_015_1.png
430152	遮阳帽	hat	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_015_2.png	resources/makeup_clothes/clo_015_2.png	2				2Ω180	4320	3	2400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_015_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_015_2.png
430161	水手上衣	clothes	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_016_1.png	resources/makeup_clothes/clo_016_1.png	1				1Ω150	4320	3	2400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_016_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_016_1.png
430162	水手帽	hat	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_016_2.png	resources/makeup_clothes/clo_016_2.png	2				2Ω180	4320	3	2400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_016_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_016_2.png
430172	夜场礼帽	hat	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_017_2.png	resources/makeup_clothes/clo_017_2.png	2				2Ω180	4320	3	2400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_017_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_017_2.png
430173	太阳镜	glasses	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_017_3.png	resources/makeup_clothes/clo_017_3.png	3				3Ω0.08	4320	3	2400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_017_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_017_3.png
430174	猫铃	necklace	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_017_4.png	resources/makeup_clothes/clo_017_4.png	4				4Ω0.08	4320	3	2400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_017_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_017_4.png
430175	天使之翼	cloak	1	有效期：3天，装备后开始计时	2400	resources/item_clothes/clo_017_5.png	resources/makeup_clothes/clo_017_5.png	5				1Ω75|2Ω75	4320	3	2400		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_017_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_017_5.png
430011	飞侠上装	clothes	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_001_1.png	resources/makeup_clothes/clo_001_1.png	1				1Ω240	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_001_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_001_1.png
430012	飞侠礼帽	hat	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_001_2.png	resources/makeup_clothes/clo_001_2.png	2				2Ω285	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_001_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_001_2.png
430014	飞侠领巾	necklace	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_001_4.png	resources/makeup_clothes/clo_001_4.png	4				4Ω0.1	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_001_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_001_4.png
430021	魔术师外套	clothes	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_002_1.png	resources/makeup_clothes/clo_002_1.png	1				1Ω240	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_002_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_002_1.png
430022	魔术师帽子	hat	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_002_2.png	resources/makeup_clothes/clo_002_2.png	2				2Ω285	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_002_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_002_2.png
430024	魔术师领结	necklace	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_002_4.png	resources/makeup_clothes/clo_002_4.png	4				4Ω0.1	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_002_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_002_4.png
430071	绅士礼服	clothes	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_007_1.png	resources/makeup_clothes/clo_007_1.png	1				1Ω240	4320	3	4800	2003	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_1.png
430072	绅士帽子	hat	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_007_2.png	resources/makeup_clothes/clo_007_2.png	2				2Ω285	4320	3	4800	2004	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_2.png
430073	绅士眼镜	glasses	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_007_3.png	resources/makeup_clothes/clo_007_3.png	3				3Ω0.1	4320	3	4800	2005	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_3.png
430074	绅士领结	necklace	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_007_4.png	resources/makeup_clothes/clo_007_4.png	4				4Ω0.1	4320	3	4800	2006	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_4.png
430075	飞翔之翼	cloak	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_007_5.png	resources/makeup_clothes/clo_007_5.png	5				1Ω120|2Ω120	4320	3	4800	2007	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_007_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_007_5.png
430121	魔女上衣	clothes	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_012_1.png	resources/makeup_clothes/clo_012_1.png	1				1Ω240	4320	3	4800	2014	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_1.png
430122	魔女头饰	hat	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_012_2.png	resources/makeup_clothes/clo_012_2.png	2				2Ω285	4320	3	4800	2015	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_2.png
430125	魔女翅膀	cloak	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_012_5.png	resources/makeup_clothes/clo_012_5.png	5				1Ω120|2Ω120	4320	3	4800	2016	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_012_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_012_5.png
430141	恶魔上装	clothes	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_014_1.png	resources/makeup_clothes/clo_014_1.png	1				1Ω240	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_014_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_014_1.png
430142	恶魔头饰	hat	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_014_2.png	resources/makeup_clothes/clo_014_2.png	2				2Ω285	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_014_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_014_2.png
430191	粉色淑女裙	clothes	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_019_1.png	resources/makeup_clothes/clo_019_1.png	1				1Ω240	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_019_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_019_1.png
430192	淑女礼帽	hat	2	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_019_2.png	resources/makeup_clothes/clo_019_2.png	2				2Ω285	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_019_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_019_2.png
4390003	浴袍套装	suit	1	有效期：3天，装备后开始计时	4800	resources/item_clothes/clo_003_9.png	resources/makeup_clothes/clo_003_9.png	0	400031|400032|400034|400035			1Ω60|2Ω75|3Ω0.05|4Ω0.05	4320	3	4800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_003_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_003_9.png
4390006	超人套装	suit	2	有效期：3天，装备后开始计时	9600	resources/item_clothes/clo_006_9.png	resources/makeup_clothes/clo_006_9.png	0	400061|400063			1Ω150|2Ω180|3Ω0.08|4Ω0.08	4320	3	9600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_006_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_006_9.png
4390004	天使套装	suit	2	有效期：3天，装备后开始计时	19200	resources/item_clothes/clo_004_9.png	resources/makeup_clothes/clo_004_9.png	0	400041|400044|400045			1Ω240|2Ω390|3Ω0.1|4Ω0.1	4320	3	19200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_004_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_004_9.png
4390011	海盗套装	suit	2	有效期：3天，装备后开始计时	19200	resources/item_clothes/clo_011_9.png	resources/makeup_clothes/clo_011_9.png	0	400111|400112|400113			1Ω240|2Ω390|3Ω0.1|4Ω0.1	4320	3	19200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_011_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_011_9.png
4390013	吸血鬼套装	suit	2	有效期：3天，装备后开始计时	19200	resources/item_clothes/clo_013_9.png	resources/makeup_clothes/clo_013_9.png	0	400131|400132|400135			1Ω240|2Ω390|3Ω0.1|4Ω0.1	4320	3	19200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_013_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_013_9.png
470081	小画家上装	clothes	0	有效期：7天，装备后开始计时	2800	resources/item_clothes/clo_008_1.png	resources/makeup_clothes/clo_008_1.png	1				1Ω60	10080	3	2800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_008_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_008_1.png
470082	小画家帽子	hat	0	有效期：7天，装备后开始计时	2800	resources/item_clothes/clo_008_2.png	resources/makeup_clothes/clo_008_2.png	2				2Ω75	10080	3	2800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_008_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_008_2.png
470091	粉红连衣裙	clothes	0	有效期：7天，装备后开始计时	2800	resources/item_clothes/clo_009_1.png	resources/makeup_clothes/clo_009_1.png	1				1Ω60	10080	3	2800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_009_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_009_1.png
470092	紫纹蝴蝶结	hat	0	有效期：7天，装备后开始计时	2800	resources/item_clothes/clo_009_2.png	resources/makeup_clothes/clo_009_2.png	2				2Ω75	10080	3	2800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_009_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_009_2.png
470094	粉红领结	necklace	0	有效期：7天，装备后开始计时	2800	resources/item_clothes/clo_009_4.png	resources/makeup_clothes/clo_009_4.png	4				4Ω0.05	10080	3	2800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_009_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_009_4.png
470095	小仙女之翼	cloak	0	有效期：7天，装备后开始计时	2800	resources/item_clothes/clo_009_5.png	resources/makeup_clothes/clo_009_5.png	5				1Ω30|2Ω30	10080	3	2800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_009_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_009_5.png
470181	休闲衬衫	clothes	0	有效期：7天，装备后开始计时	2800	resources/item_clothes/clo_018_1.png	resources/makeup_clothes/clo_018_1.png	1				1Ω60	10080	3	2800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_018_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_018_1.png
470182	大红蝴蝶结	hat	0	有效期：7天，装备后开始计时	2800	resources/item_clothes/clo_018_2.png	resources/makeup_clothes/clo_018_2.png	2				2Ω75	10080	3	2800		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_018_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_018_2.png
470051	学生上装	clothes	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_005_1.png	resources/makeup_clothes/clo_005_1.png	1				1Ω150	10080	3	5600	2001	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_005_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_005_1.png
470053	红框眼镜	glasses	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_005_3.png	resources/makeup_clothes/clo_005_3.png	3				3Ω0.08	10080	3	5600	2002	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_005_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_005_3.png
470101	暗夜法袍	clothes	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_010_1.png	resources/makeup_clothes/clo_010_1.png	1				1Ω150	10080	3	5600	2008	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_010_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_010_1.png
470102	暗夜长帽	hat	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_010_2.png	resources/makeup_clothes/clo_010_2.png	2				2Ω180	10080	3	5600	2009	https://qiniustatic.wodidashi.com/pet/itemclothes/clo_010_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_010_2.png
470151	格子衬衫	clothes	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_015_1.png	resources/makeup_clothes/clo_015_1.png	1				1Ω150	10080	3	5600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_015_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_015_1.png
470152	遮阳帽	hat	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_015_2.png	resources/makeup_clothes/clo_015_2.png	2				2Ω180	10080	3	5600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_015_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_015_2.png
470161	水手上衣	clothes	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_016_1.png	resources/makeup_clothes/clo_016_1.png	1				1Ω150	10080	3	5600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_016_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_016_1.png
470162	水手帽	hat	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_016_2.png	resources/makeup_clothes/clo_016_2.png	2				2Ω180	10080	3	5600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_016_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_016_2.png
470172	夜场礼帽	hat	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_017_2.png	resources/makeup_clothes/clo_017_2.png	2				2Ω180	10080	3	5600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_017_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_017_2.png
470173	太阳镜	glasses	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_017_3.png	resources/makeup_clothes/clo_017_3.png	3				3Ω0.08	10080	3	5600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_017_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_017_3.png
470174	猫铃	necklace	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_017_4.png	resources/makeup_clothes/clo_017_4.png	4				4Ω0.08	10080	3	5600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_017_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_017_4.png
470175	天使之翼	cloak	1	有效期：7天，装备后开始计时	5600	resources/item_clothes/clo_017_5.png	resources/makeup_clothes/clo_017_5.png	5				1Ω75|2Ω75	10080	3	5600		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_017_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_017_5.png
470011	飞侠上装	clothes	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_001_1.png	resources/makeup_clothes/clo_001_1.png	1				1Ω240	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_001_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_001_1.png
470012	飞侠礼帽	hat	2	有效期：7天，装备后开始计时	11200	resources/item_clothes/clo_001_2.png	resources/makeup_clothes/clo_001_2.png	2				2Ω285	10080	3	11200		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_001_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_001_2.png
